HTTP/1.1 200 OK
Content-Type: application/json;charset=utf-8
Content-Length: 523475
Connection: Keep-Alive

[01-20 00:00:20.071] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:59750,curTimestamp: 1768867220engine: mysql,obPid: 3758219328,dmSysPath: 
[01-20 00:09:50.419] [info] [3974207] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60320,curTimestamp: 1768867790engine: mysql,obPid: 604035472,dmSysPath: 
[01-20 00:10:20.439] [info] [3974203] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60350,curTimestamp: 1768867820engine: mysql,obPid: 939928128,dmSysPath: 
[01-20 00:10:50.454] [info] [3974208] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60380,curTimestamp: 1768867850engine: mysql,obPid: 738232272,dmSysPath: 
[01-20 00:11:20.470] [info] [3974217] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60410,curTimestamp: 1768867880engine: mysql,obPid: 3019905744,dmSysPath: 
[01-20 00:11:50.486] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60440,curTimestamp: 1768867910engine: mysql,obPid: 3355904832,dmSysPath: 
[01-20 00:12:20.502] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60470,curTimestamp: 1768867940engine: mysql,obPid: 3423206512,dmSysPath: 
[01-20 00:12:50.518] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60500,curTimestamp: 1768867970engine: mysql,obPid: 671509392,dmSysPath: 
[01-20 00:13:20.532] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60530,curTimestamp: 1768868000engine: mysql,obPid: 3490231296,dmSysPath: 
[01-20 00:13:50.546] [info] [3974212] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60560,curTimestamp: 1768868030engine: mysql,obPid: 939977168,dmSysPath: 
[01-20 00:14:20.560] [info] [3974203] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60590,curTimestamp: 1768868060engine: mysql,obPid: 3154383968,dmSysPath: 
[01-20 00:14:50.574] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60620,curTimestamp: 1768868090engine: mysql,obPid: 1007091856,dmSysPath: 
[01-20 00:15:20.592] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60650,curTimestamp: 1768868120engine: mysql,obPid: 3758214896,dmSysPath: 
[01-20 00:15:50.613] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60680,curTimestamp: 1768868150engine: mysql,obPid: 604076448,dmSysPath: 
[01-20 00:16:20.629] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60710,curTimestamp: 1768868180engine: mysql,obPid: 3758178832,dmSysPath: 
[01-20 00:16:50.644] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60740,curTimestamp: 1768868210engine: mysql,obPid: 3423157376,dmSysPath: 
[01-20 00:17:20.661] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60770,curTimestamp: 1768868240engine: mysql,obPid: 671695664,dmSysPath: 
[01-20 00:17:50.698] [info] [3974212] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60800,curTimestamp: 1768868270engine: mysql,obPid: 3221253472,dmSysPath: 
[01-20 00:18:20.714] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60830,curTimestamp: 1768868300engine: mysql,obPid: 738656752,dmSysPath: 
[01-20 00:18:50.728] [info] [3974202] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60860,curTimestamp: 1768868330engine: mysql,obPid: 470135424,dmSysPath: 
[01-20 00:19:20.748] [info] [3974216] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60890,curTimestamp: 1768868360engine: mysql,obPid: 671125120,dmSysPath: 
[01-20 00:19:50.764] [info] [3974208] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60920,curTimestamp: 1768868390engine: mysql,obPid: 3758199792,dmSysPath: 
[01-20 00:20:20.780] [info] [3974210] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60950,curTimestamp: 1768868420engine: mysql,obPid: 1007110352,dmSysPath: 
[01-20 00:20:50.795] [info] [3974215] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:60980,curTimestamp: 1768868450engine: mysql,obPid: 738430320,dmSysPath: 
[01-20 00:21:20.810] [info] [3974203] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61010,curTimestamp: 1768868480engine: mysql,obPid: 470134352,dmSysPath: 
[01-20 00:21:50.824] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61040,curTimestamp: 1768868510engine: mysql,obPid: 1007078512,dmSysPath: 
[01-20 00:22:20.842] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61070,curTimestamp: 1768868540engine: mysql,obPid: 738224608,dmSysPath: 
[01-20 00:22:50.856] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61100,curTimestamp: 1768868570engine: mysql,obPid: 3288641040,dmSysPath: 
[01-20 00:23:20.870] [info] [3974202] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61130,curTimestamp: 1768868600engine: mysql,obPid: 3758224832,dmSysPath: 
[01-20 00:23:50.892] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61160,curTimestamp: 1768868630engine: mysql,obPid: 3154309664,dmSysPath: 
[01-20 00:24:20.909] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61190,curTimestamp: 1768868660engine: mysql,obPid: 3019945792,dmSysPath: 
[01-20 00:24:50.924] [info] [3974211] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61220,curTimestamp: 1768868690engine: mysql,obPid: 939959408,dmSysPath: 
[01-20 00:25:20.939] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61250,curTimestamp: 1768868720engine: mysql,obPid: 3490200496,dmSysPath: 
[01-20 00:25:50.953] [info] [3974211] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61280,curTimestamp: 1768868750engine: mysql,obPid: 3154167200,dmSysPath: 
[01-20 00:26:20.967] [info] [3974212] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61310,curTimestamp: 1768868780engine: mysql,obPid: 1141023888,dmSysPath: 
[01-20 00:26:50.982] [info] [3974208] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61340,curTimestamp: 1768868810engine: mysql,obPid: 3221328864,dmSysPath: 
[01-20 00:27:20.997] [info] [3974213] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61370,curTimestamp: 1768868840engine: mysql,obPid: 3288843216,dmSysPath: 
[01-20 00:27:51.011] [info] [3974213] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61401,curTimestamp: 1768868871engine: mysql,obPid: 470203152,dmSysPath: 
[01-20 00:28:21.025] [info] [3974208] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61431,curTimestamp: 1768868901engine: mysql,obPid: 3758228640,dmSysPath: 
[01-20 00:28:51.042] [info] [3974217] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61461,curTimestamp: 1768868931engine: mysql,obPid: 805588400,dmSysPath: 
[01-20 00:29:21.059] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61491,curTimestamp: 1768868961engine: mysql,obPid: 3154240736,dmSysPath: 
[01-20 00:29:51.099] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61521,curTimestamp: 1768868991engine: mysql,obPid: 3288778192,dmSysPath: 
[01-20 00:30:21.114] [info] [3974211] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61551,curTimestamp: 1768869021engine: mysql,obPid: 939602976,dmSysPath: 
[01-20 00:30:51.131] [info] [3974199] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61581,curTimestamp: 1768869051engine: mysql,obPid: 805575088,dmSysPath: 
[01-20 00:31:21.146] [info] [3974200] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61611,curTimestamp: 1768869081engine: mysql,obPid: 3423192896,dmSysPath: 
[01-20 00:31:51.160] [info] [3974213] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61641,curTimestamp: 1768869111engine: mysql,obPid: 470225568,dmSysPath: 
[01-20 00:32:21.177] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61671,curTimestamp: 1768869141engine: mysql,obPid: 805790608,dmSysPath: 
[01-20 00:32:51.203] [info] [3974203] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61701,curTimestamp: 1768869171engine: mysql,obPid: 3154167424,dmSysPath: 
[01-20 00:33:21.218] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61731,curTimestamp: 1768869201engine: mysql,obPid: 3221273248,dmSysPath: 
[01-20 00:33:51.233] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61761,curTimestamp: 1768869231engine: mysql,obPid: 3490283888,dmSysPath: 
[01-20 00:34:21.247] [info] [3974204] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61791,curTimestamp: 1768869261engine: mysql,obPid: 3758219024,dmSysPath: 
[01-20 00:34:51.263] [info] [3974215] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61821,curTimestamp: 1768869291engine: mysql,obPid: 738715648,dmSysPath: 
[01-20 00:35:21.277] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61851,curTimestamp: 1768869321engine: mysql,obPid: 403067888,dmSysPath: 
[01-20 00:35:51.292] [info] [3974209] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61881,curTimestamp: 1768869351engine: mysql,obPid: 805321200,dmSysPath: 
[01-20 00:36:21.307] [info] [3974208] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61911,curTimestamp: 1768869381engine: mysql,obPid: 872540144,dmSysPath: 
[01-20 00:36:51.323] [info] [3974203] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61941,curTimestamp: 1768869411engine: mysql,obPid: 3288843616,dmSysPath: 
[01-20 00:37:21.337] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:61971,curTimestamp: 1768869441engine: mysql,obPid: 872873168,dmSysPath: 
[01-20 00:37:51.351] [info] [3974206] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:62001,curTimestamp: 1768869471engine: mysql,obPid: 671443600,dmSysPath: 
[01-20 00:38:21.365] [info] [3974212] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:62031,curTimestamp: 1768869501engine: mysql,obPid: 403079728,dmSysPath: 
[01-20 00:38:51.379] [info] [3974201] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:62061,curTimestamp: 1768869531engine: mysql,obPid: 1140969488,dmSysPath: 
[01-20 00:39:21.393] [info] [3974216] handle_post_instance_bind_pid,req: instanceName: mysql-0ur82dsp, instanceId: 1, uuid: 11f414cc-f4da-11f0-98b6-020000943931, database: ai_agent, pid: 5303058, enableBPF: 1, dbVersion: 8.0.20, uptime:62091,curTimestamp: 1768869561engine: mysql,obPid: 3489879344,dmSysPath: 
